25q,75q,airport_code,checkin_date,checkout_date,count,max,mean,median,min,nights,std_dev
72.6675,90.63,MAD,2017-04-10,2017-04-11,20,129.02,84.71950000000002,82.37,57.58,1,16.922379910701252
163.62,203.39,MAD,2017-04-10,2017-04-12,20,522.47,196.7025,174.87,115.16,2,83.09653028889133
90.33,130.0875,NCE,2017-04-10,2017-04-11,20,151.41,110.213,109.695,74.64,1,23.774630463673052
179.265,251.1075,NCE,2017-04-10,2017-04-12,20,320.41,216.38350000000003,209.52,132.43,2,52.43706727065664
71.97,90.63,MAD,2017-04-11,2017-04-12,20,105.56,78.8655,74.10499999999998,58.06,1,11.993230316351495
148.9075,176.73,MAD,2017-04-11,2017-04-13,20,219.33,161.792,163.995,105.56,2,27.00861667573595
91.365,128.285,NCE,2017-04-11,2017-04-12,20,150.61,110.0135,106.895,55.45,1,24.72997696702271
192.86,277.23,NCE,2017-04-11,2017-04-13,20,297.49,229.6795,236.98,110.89,2,53.30856941825632
76.0325,91.895,MAD,2017-04-12,2017-04-13,20,115.47,84.99799999999998,85.32499999999997,52.44,1,16.348843384166358
157.775,195.97,MAD,2017-04-12,2017-04-14,20,741.52,205.4415,180.61,110.12,2,129.71016882893792
91.83,124.9375,NCE,2017-04-12,2017-04-13,20,137.71,105.7625,105.4,51.91,1,22.209421157650528
179.075,254.3725,NCE,2017-04-12,2017-04-14,20,286.02,210.27550000000005,205.51,103.81,2,49.12696916905054
78.615,98.3025,MAD,2017-04-13,2017-04-14,20,127.05,88.3145,87.4,58.12,1,17.049402050017992
163.89499999999995,209.63,MAD,2017-04-13,2017-04-15,15,264.69,188.4393333333333,184.22,125.78,2,37.50831535742949
85.6375,117.055,NCE,2017-04-13,2017-04-14,20,135.78,102.8005,107.065,55.05,1,21.556530693187057
177.34,317.885,NCE,2017-04-13,2017-04-15,19,426.14,248.7305263157895,199.57,148.22,2,91.80854187284923
83.53999999999998,103.37,MAD,2017-04-14,2017-04-15,15,141.0,96.67866666666669,96.47,63.61,1,21.74624199608707
183.11,209.91,MAD,2017-04-14,2017-04-16,13,282.0,202.4676923076924,203.55,144.56,2,38.16734558795999
101.045,157.14,NCE,2017-04-14,2017-04-15,20,190.83,129.6645,129.87,75.48,1,35.990981249693505
188.495,313.80999999999995,NCE,2017-04-14,2017-04-16,19,530.61,265.9884210526316,207.26,159.02,2,105.87757680260086
97.625,114.13,MAD,2017-04-15,2017-04-16,15,141.14,106.32266666666668,105.06,77.04,1,17.877283856761853
169.785,195.67,MAD,2017-04-15,2017-04-17,15,252.56,187.88333333333333,184.64,142.2,2,29.719828558116042
115.135,156.9225,NCE,2017-04-15,2017-04-16,18,233.46,143.49166666666667,140.075,79.59,1,43.6746334036266
202.285,318.695,NCE,2017-04-15,2017-04-17,18,594.26,289.65888888888895,275.905,148.56,2,117.49058790282578
68.23,79.85,MAD,2017-04-16,2017-04-17,20,90.49,72.9115,72.5,52.7,1,9.19671123998024
146.17000000000004,180.7175,MAD,2017-04-16,2017-04-18,20,273.65,166.833,159.69,105.4,2,35.30985341828895
91.2925,133.945,NCE,2017-04-16,2017-04-17,20,154.63,114.3765,124.16,63.88,1,26.7272867221182
180.37,251.5125,NCE,2017-04-16,2017-04-18,20,315.98,219.699,220.11,138.4,2,51.06510270954954
72.25750000000002,90.49,MAD,2017-04-17,2017-04-18,20,126.69,82.49400000000001,80.645,52.7,1,16.71358205960523
163.9475,262.16,MAD,2017-04-17,2017-04-19,12,295.11,218.72416666666663,225.8,129.35,2,59.42307823156885
82.2425,104.6675,NCE,2017-04-17,2017-04-18,20,122.43,94.133,96.345,50.04,1,17.053931511531292
180.615,225.19,NCE,2017-04-17,2017-04-19,20,287.44,198.07100000000003,188.44,100.07,2,41.35349408008444
105.4,170.34,MAD,2017-04-18,2017-04-19,13,234.21,140.4423076923077,140.53,81.97,1,45.480992944644136
175.1325,293.6175,MAD,2017-04-18,2017-04-20,12,340.68,238.96916666666667,228.995,153.3,2,69.14493834867758
95.815,128.0825,NCE,2017-04-18,2017-04-19,20,151.17,109.03749999999998,104.735,50.04,1,25.05897588426991
202.8075,270.015,NCE,2017-04-18,2017-04-20,20,321.73,229.855,219.84,100.07,2,55.805939648033885
88.2375,145.765,MAD,2017-04-19,2017-04-20,16,178.35,117.79812499999996,104.625,76.44,1,34.711744068110434
191.49,284.0375,MAD,2017-04-19,2017-04-21,14,405.88,243.9021428571429,235.26,152.87,2,72.68701483638034
95.345,127.4,NCE,2017-04-19,2017-04-20,20,138.28,107.26700000000002,107.49,55.2,1,22.00398913594389
184.5875,257.445,NCE,2017-04-19,2017-04-21,20,322.74,219.14150000000004,216.835,105.1,2,54.84988521553986
93.12,116.16750000000002,MAD,2017-04-20,2017-04-21,20,143.55,107.7255,109.415,84.22,1,18.348735930934254
203.3625,248.8175,MAD,2017-04-20,2017-04-22,18,338.14,229.94222222222226,220.43,152.64,2,46.81293857792581
91.4725,128.73,NCE,2017-04-20,2017-04-21,20,138.55,107.65949999999998,105.27,55.29,1,24.266391199395624
181.8525,257.46,NCE,2017-04-20,2017-04-22,20,323.25,219.68900000000002,215.64,116.97,2,56.37139988738224
101.38,121.66,MAD,2017-04-21,2017-04-22,17,191.03,114.99588235294115,112.06,82.18,1,22.945921494577068
308.74,318.03,MAD,2017-04-21,2017-04-23,5,435.42,325.13599999999997,309.49,254.0,2,66.68397956031119
92.245,133.6675,NCE,2017-04-21,2017-04-22,20,162.22,113.06499999999996,122.86,55.49,1,29.315377588526722
181.29,281.1,NCE,2017-04-21,2017-04-23,20,344.18,226.16900000000004,212.375,110.99,2,66.15984860448535
165.64249999999996,289.7475,MAD,2017-04-22,2017-04-23,6,310.92,214.17666666666665,219.25,74.62,1,92.11386707041815
310.9225,533.9225,MAD,2017-04-22,2017-04-24,4,566.09,421.35,423.495,272.32,2,144.97239346395114
91.0675,129.7975,NCE,2017-04-22,2017-04-23,20,153.37,110.2725,109.225,55.75,1,28.51762019948553
181.54,253.29,NCE,2017-04-22,2017-04-24,20,304.49,211.0535,205.05,111.5,2,54.31593517027073
173.905,262.47,MAD,2017-04-23,2017-04-24,11,2518.95,408.8736363636363,209.33,75.57,1,703.0054516043631
330.105,566.3924999999998,MAD,2017-04-23,2017-04-25,6,719.82,452.9016666666667,453.555,197.52,2,192.6804888323326
86.4075,119.4425,NCE,2017-04-23,2017-04-24,20,128.82,100.5335,101.98,55.82,1,20.6995950316349
181.93,228.3875,NCE,2017-04-23,2017-04-25,20,255.49,201.405,208.26,111.64,2,35.82896806540175
139.82,233.4875,MAD,2017-04-24,2017-04-25,10,263.01,179.49200000000005,166.39999999999995,91.25,1,58.956915869886615
264.0775,274.8125,MAD,2017-04-24,2017-04-26,2,280.18,269.445,269.445,258.71,2,15.181582592075195
92.9875,118.425,NCE,2017-04-24,2017-04-25,20,136.6,104.96799999999999,107.005,55.82,1,19.66516626450248
185.985,236.17,NCE,2017-04-24,2017-04-26,20,257.64,206.826,214.16000000000003,106.28,2,37.43693284782598
320.98,320.98,MAD,2017-04-25,2017-04-26,1,320.98,320.98,320.98,320.98,1,
427.25,427.25,MAD,2017-04-25,2017-04-27,1,427.25,427.25,427.25,427.25,2,
94.1175,119.1625,NCE,2017-04-25,2017-04-26,20,127.05,106.119,111.105,50.45,1,19.97152997328157
188.2375,245.2975,NCE,2017-04-25,2017-04-27,20,266.76,215.6935,227.585,106.28,2,40.27835506950679
147.345,224.025,MAD,2017-04-26,2017-04-27,6,321.94,186.2633333333333,152.925,96.58,1,82.39850354628213
242.0,266.14,MAD,2017-04-26,2017-04-28,5,418.53,278.806,244.68,222.68,2,79.612525898881
92.96,118.05,NCE,2017-04-26,2017-04-27,20,130.12,103.4765,105.115,55.8,1,18.952874875665472
185.925,236.1,NCE,2017-04-26,2017-04-28,20,273.12,208.42499999999995,209.16,111.61,2,41.07153406589917
81.44,132.475,MAD,2017-04-27,2017-04-28,20,190.03,106.55800000000002,92.3,68.41,1,33.40798149197914
173.74,210.66,MAD,2017-04-27,2017-04-29,17,345.3,198.92058823529408,184.6,142.68,2,49.2638888373863
95.205,135.735,NCE,2017-04-27,2017-04-28,20,154.19,115.687,116.755,56.46,1,27.42937785429492
185.0,236.1225,NCE,2017-04-27,2017-04-29,20,308.38,212.586,203.705,112.93,2,53.120071972050155
92.6675,103.9325,MAD,2017-04-28,2017-04-29,20,147.31,98.6075,96.62,63.72,1,19.345314916292427
210.7675,272.245,MAD,2017-04-28,2017-04-30,20,325.16,231.319,230.78,112.39,2,55.16416036178792
88.8075,103.9325,NCE,2017-04-28,2017-04-29,20,120.67,95.44,94.195,56.74,1,15.066645629545937
185.5,299.52,NCE,2017-04-28,2017-04-30,19,469.74,246.48,234.05,120.03,2,93.63623710935845
135.3,185.51,MAD,2017-04-29,2017-04-30,17,266.24,165.15823529411767,163.67,76.82,1,42.463257534498894
185.5,252.875,MAD,2017-04-29,2017-05-01,16,360.08,227.07687500000003,214.41000000000003,129.85,2,62.48158253637627
94.93,152.76,NCE,2017-04-29,2017-04-30,17,220.69,122.92176470588232,109.44,63.29,1,42.50604004657664
185.5,296.9275,NCE,2017-04-29,2017-05-01,14,366.3,238.4792857142857,224.775,126.57,2,70.24578963175665
79.8125,93.3925,MAD,2017-04-30,2017-05-01,20,117.67,86.925,83.62,66.68,1,13.584705990271015
150.085,188.49,MAD,2017-04-30,2017-05-02,19,259.31,173.75263157894736,167.79,140.22,2,32.1271167641752
98.55,148.52,NCE,2017-04-30,2017-05-01,20,155.04,122.132,131.28500000000003,63.19,1,27.283278009567837
189.3075,286.9600000000001,NCE,2017-04-30,2017-05-02,20,318.69,239.142,253.865,117.67,2,60.7379851319974
73.1325,82.1275,MAD,2017-05-01,2017-05-02,20,92.61,78.363,77.96000000000002,66.68,1,6.81047807271614
148.5025,184.9225,MAD,2017-05-01,2017-05-03,20,259.31,170.94549999999995,164.25,124.21,2,31.200868657779388
90.335,119.85,NCE,2017-05-01,2017-05-02,20,136.19,102.97,103.1,54.48,1,20.760076310578746
188.7625,233.655,NCE,2017-05-01,2017-05-03,20,259.31,205.6725,208.375,108.95,2,36.30321515049539
74.1175,96.1525,MAD,2017-05-02,2017-05-03,20,129.66,86.3235,83.35,55.89,1,16.812823512833415
159.235,204.0125,MAD,2017-05-02,2017-05-04,18,313.79,189.00277777777785,171.605,127.48,2,48.86351288876053
94.3825,127.4075,NCE,2017-05-02,2017-05-03,20,135.38,107.745,108.68,56.66,1,21.84788740840923
186.31,240.1075,NCE,2017-05-02,2017-05-04,20,259.31,208.761,215.185,113.31,2,39.89271241982083
83.80000000000003,128.085,MAD,2017-05-03,2017-05-04,18,195.13,106.65611111111107,92.77,59.36,1,34.66574765467372
157.3875,269.805,MAD,2017-05-03,2017-05-05,16,433.87,228.79125,184.405,127.54,2,95.44216397902971
95.455,121.415,NCE,2017-05-03,2017-05-04,20,148.26,108.21200000000002,108.465,56.69,1,22.711634996418162
188.8625,254.135,NCE,2017-05-03,2017-05-05,20,285.07,216.666,215.295,113.37,2,46.26755034294383
80.6975,135.725,MAD,2017-05-04,2017-05-05,20,225.66,112.6835,99.745,66.72,1,42.49016657447128
159.0275,224.57,MAD,2017-05-04,2017-05-06,18,324.86,206.1288888888889,191.865,143.46,2,56.059468937159394
95.2525,112.15,NCE,2017-05-04,2017-05-05,20,138.72,103.523,105.47,56.69,1,20.45897695132229
188.8725,244.6,NCE,2017-05-04,2017-05-06,20,309.6,217.85700000000003,209.03500000000003,113.38,2,50.54296412068908
83.07249999999998,109.675,MAD,2017-05-05,2017-05-06,20,174.6,99.529,90.575,72.02,1,27.124728259613857
165.875,241.935,MAD,2017-05-05,2017-05-07,19,324.76,206.89052631578951,196.1,129.64,2,55.46321909094193
87.11,120.1075,NCE,2017-05-05,2017-05-06,20,141.87,102.4245,101.135,54.56,1,23.920584281501593
176.1325,238.115,NCE,2017-05-05,2017-05-07,20,293.55,203.294,202.545,125.5,2,46.84040601648832
83.5325,113.645,MAD,2017-05-06,2017-05-07,20,147.41,101.131,92.81,72.07,1,22.468185437237807
155.33,215.9325,MAD,2017-05-06,2017-05-08,20,281.72,188.4605,179.95,132.67,2,39.59613716872153
88.72,116.495,NCE,2017-05-06,2017-05-07,20,136.49,100.46349999999998,100.485,65.52,1,20.39055464385926
169.49,228.0775,NCE,2017-05-06,2017-05-08,20,264.9,196.1155,192.89,125.57,2,41.358489165498185
71.0,87.93,MAD,2017-05-07,2017-05-08,20,125.61,81.9065,78.155,54.07,1,19.353455362639615
155.4625,240.61,MAD,2017-05-07,2017-05-09,20,294.92,199.3755,182.96,117.97,2,52.60710373033985
84.87,108.55,NCE,2017-05-07,2017-05-08,20,135.72,97.396,99.125,54.62,1,21.221266989310017
159.7475,218.4625,NCE,2017-05-07,2017-05-09,20,251.23,193.517,206.99,109.23,2,39.277874460124025
89.46000000000002,134.355,MAD,2017-05-08,2017-05-09,19,179.14,112.77052631578951,111.74,77.55,1,29.495235109285808
195.875,293.545,MAD,2017-05-08,2017-05-10,14,436.48,260.0678571428571,233.21,180.23,2,81.68417916478181
89.03500000000004,111.6175,NCE,2017-05-08,2017-05-09,20,135.72,98.5475,99.315,54.62,1,20.10254942590747
172.2875,230.0625,NCE,2017-05-08,2017-05-10,20,254.07,197.2425,205.08,109.23,2,39.942329199010224
106.5,162.2075,MAD,2017-05-09,2017-05-10,10,244.68,139.77,118.57,98.31,1,48.96374259479036
223.92,296.015,MAD,2017-05-09,2017-05-11,7,609.5,296.32428571428574,238.12,186.78,2,145.6468546241379
95.64499999999998,120.22,NCE,2017-05-09,2017-05-10,20,139.0,104.25,104.18,56.8,1,22.63170435705767
188.5025,242.08,NCE,2017-05-09,2017-05-11,20,282.36,208.558,207.265,113.6,2,47.25541936061269
180.19,233.56,MAD,2017-05-10,2017-05-11,4,274.0,207.425,206.325,143.05,1,54.64183775581978
265.4725,312.2375,MAD,2017-05-10,2017-05-12,2,335.62,288.855,288.855,242.09,2,66.1356972443778
95.18,125.2675,NCE,2017-05-10,2017-05-11,20,144.43,107.7415,109.68,57.22,1,24.914955617481088
186.52,256.665,NCE,2017-05-10,2017-05-12,20,297.11,219.33,216.89,112.24,2,54.36822591802757
99.99,155.8775,MAD,2017-05-11,2017-05-12,18,230.12,132.46666666666667,122.785,83.83,1,43.19756828667967
180.81,234.72,MAD,2017-05-11,2017-05-13,17,383.53,221.05235294117645,208.2,135.99,2,59.40596892667981
91.9075,133.0225,NCE,2017-05-11,2017-05-12,20,152.32,111.1845,110.32,56.98,1,28.59876653118563
206.9725,312.30499999999995,NCE,2017-05-11,2017-05-13,20,323.26,252.3095,253.295,144.65,2,57.738246876471926
83.02000000000002,97.8775,MAD,2017-05-12,2017-05-13,20,125.42,92.55500000000002,92.7,71.98,1,13.761723996956961
168.0775,223.725,MAD,2017-05-12,2017-05-14,18,361.52,215.2705555555556,197.78500000000003,155.95,2,62.19388966319688
104.215,159.22,NCE,2017-05-12,2017-05-13,20,169.04,131.48299999999998,134.32999999999998,71.98,1,30.05446146055873
207.34500000000003,300.72,NCE,2017-05-12,2017-05-14,20,338.07,251.345,262.005,143.95,2,57.992194529227724
100.63,133.27,MAD,2017-05-13,2017-05-14,15,195.83,120.40466666666666,107.71,81.6,1,33.86471295920761
176.79,230.645,MAD,2017-05-13,2017-05-15,15,433.0,222.7873333333333,199.75,134.36,2,75.9539379649334
87.5925,134.15749999999997,NCE,2017-05-13,2017-05-14,20,154.81,110.7625,109.145,56.57,1,30.652974419939646
179.78,250.3625,NCE,2017-05-13,2017-05-15,20,292.11,210.565,208.72,110.97,2,52.55483767606837
74.35750000000002,88.32,MAD,2017-05-14,2017-05-15,20,107.62,81.05550000000002,80.96000000000002,59.13,1,11.981822405539765
151.8,179.9,MAD,2017-05-14,2017-05-16,20,232.62,167.33499999999995,162.235,117.4,2,27.422475127261272
86.4625,122.63,NCE,2017-05-14,2017-05-15,20,142.67,104.70200000000001,111.61,54.35,1,25.5261027598273
178.025,259.255,NCE,2017-05-14,2017-05-16,20,282.63,218.1015,237.625,110.88,2,51.88367497788226
75.41,92.4,MAD,2017-05-15,2017-05-16,20,131.53,85.96900000000002,82.345,59.19,1,17.11264995320867
168.485,233.5775,MAD,2017-05-15,2017-05-17,20,303.35,198.982,190.56,123.76,2,47.4757078714445
90.4575,152.18,NCE,2017-05-15,2017-05-16,20,157.89,118.6115,121.205,56.53,1,33.35893493109219
191.585,301.595,NCE,2017-05-15,2017-05-17,20,316.87,239.2765,256.54,116.31,2,65.40804057083342
88.37750000000004,140.6375,MAD,2017-05-16,2017-05-17,16,172.84,112.75937499999998,104.955,63.59,1,33.27302720798535
204.475,348.125,MAD,2017-05-16,2017-05-18,7,443.51,286.1557142857143,288.06,166.32,2,101.75409031207589
99.0,142.275,NCE,2017-05-16,2017-05-17,20,157.89,118.98600000000002,127.455,59.79,1,30.47966801172977
201.505,343.905,NCE,2017-05-16,2017-05-18,20,456.55,274.11,268.005,119.57,2,95.73212363014228
117.275,248.4975,MAD,2017-05-17,2017-05-18,10,316.02,179.83599999999996,149.04500000000004,103.88,1,78.34903575950659
227.3375,546.1949999999998,MAD,2017-05-17,2017-05-19,6,555.49,391.2133333333333,421.87,197.92,2,176.5223040487141
103.47,158.6275,NCE,2017-05-17,2017-05-18,20,175.23,125.3305,127.585,56.86,1,36.63751248091869
216.645,317.52,NCE,2017-05-17,2017-05-19,20,358.66,260.693,274.52,111.54,2,72.64955515493901
103.775,131.05,MAD,2017-05-18,2017-05-19,15,272.72,136.64133333333334,119.38,97.59,1,53.35181384875665
201.6675,264.8375,MAD,2017-05-18,2017-05-20,14,528.37,257.6485714285714,219.875,182.36,2,96.95625959537256
101.52,139.575,NCE,2017-05-18,2017-05-19,20,155.86,118.2645,123.625,54.76,1,28.54891766314167
216.95,280.42,NCE,2017-05-18,2017-05-20,20,332.96,240.205,248.9,106.24,2,60.888374614189644
92.4375,128.0,MAD,2017-05-19,2017-05-20,20,215.16,113.7645,101.565,80.11,1,33.868190241924026
183.71,241.0925,MAD,2017-05-19,2017-05-21,18,331.01,221.4244444444444,208.54,155.36,2,53.25803526475079
111.26,145.44,NCE,2017-05-19,2017-05-20,20,157.01,121.36750000000002,124.135,51.86,1,31.114197787302324
242.61,305.5,NCE,2017-05-19,2017-05-21,20,339.84,269.4845000000001,273.2,169.81,2,46.779631698444405
93.36,111.705,MAD,2017-05-20,2017-05-21,20,132.26,103.939,107.815,75.8,1,14.559986227581687
170.05,204.51,MAD,2017-05-20,2017-05-22,20,244.52,189.24100000000004,194.785,145.05,2,27.877064313461016
118.735,159.535,NCE,2017-05-20,2017-05-21,20,171.17,135.1805,136.85000000000002,73.36,1,28.239081443798298
212.4275,290.37,NCE,2017-05-20,2017-05-22,20,344.56,250.509,240.69,146.71,2,56.6677962849225
73.52,88.11500000000002,MAD,2017-05-21,2017-05-22,20,110.04,81.53499999999998,81.13499999999998,54.24,1,15.053622575034193
212.74,321.21,MAD,2017-05-21,2017-05-23,17,565.07,281.065294117647,233.41,160.05,2,112.13351451047359
92.6975,122.4,NCE,2017-05-21,2017-05-22,20,130.32,104.21200000000002,111.54,52.24,1,22.47104607220027
193.4,244.7975,NCE,2017-05-21,2017-05-23,20,266.75,213.3635,219.35,107.81,2,44.79599891378928
117.345,193.675,MAD,2017-05-22,2017-05-23,20,500.16,170.49399999999997,141.155,80.03,1,94.78679207346848
225.63,374.34,MAD,2017-05-22,2017-05-24,7,509.05,318.13428571428574,327.89,190.06,2,112.96977322233042
95.5875,122.9575,NCE,2017-05-22,2017-05-23,20,133.38,106.23700000000001,107.815,55.57,1,21.735892242531644
191.175,248.9725,NCE,2017-05-22,2017-05-24,20,280.65,215.78099999999995,222.13,111.15,2,46.78224358383041
114.48,187.84,MAD,2017-05-23,2017-05-24,7,221.18,150.8414285714286,130.04,100.03,1,48.89156963068768
382.495,507.00750000000005,MAD,2017-05-23,2017-05-25,4,564.87,446.3225,443.18,334.06,2,101.06722593567775
96.41,124.51,NCE,2017-05-23,2017-05-24,20,141.54,108.4865,109.585,56.05,1,23.095836552344927
195.8975,245.4975,NCE,2017-05-23,2017-05-25,20,277.31,215.0695,226.685,111.15,2,44.363269476946925
177.4125,278.8725,MAD,2017-05-24,2017-05-25,10,335.2,222.17700000000002,218.055,112.11,1,74.24105184390163
292.6,470.85,MAD,2017-05-24,2017-05-26,9,571.75,379.66666666666674,375.56,201.79,2,123.49329020234259
94.2525,130.7075,NCE,2017-05-24,2017-05-25,20,149.72,110.36999999999998,109.585,61.66,1,25.761743157758477
255.33,332.7375,NCE,2017-05-24,2017-05-26,20,375.56,282.81450000000007,282.51,123.32,2,64.21078754056009
117.74,222.3,MAD,2017-05-25,2017-05-26,16,269.12,171.59625,164.835,104.84,1,54.28804384945179
289.3,375.64,MAD,2017-05-25,2017-05-27,13,571.87,341.57076923076926,334.15,181.65,2,104.65417880345552
133.2575,169.81,NCE,2017-05-25,2017-05-26,20,199.59,148.2665,143.755,65.04,1,32.786561315495355
362.97,679.52,NCE,2017-05-25,2017-05-27,19,1177.95,531.0726315789474,401.43,212.83,2,255.43352015831402
119.6025,179.69,MAD,2017-05-26,2017-05-27,16,269.53,157.67499999999995,144.31,90.18,1,53.91885446359805
308.84,458.775,MAD,2017-05-26,2017-05-28,10,578.37,385.91,371.73,225.4,2,107.76005578238266
180.11,334.105,NCE,2017-05-26,2017-05-27,20,676.36,284.1095,281.94,74.12,1,145.39239542391908
490.2125,838.92,NCE,2017-05-26,2017-05-28,10,1075.88,663.947,642.665,298.73,2,247.125442012756
200.26,268.51,MAD,2017-05-27,2017-05-28,13,346.82,232.07076923076923,224.88,124.86,1,57.04228730534602
283.2525,341.4625000000001,MAD,2017-05-27,2017-05-29,12,415.65,312.0725,310.4650000000001,195.34,2,55.907415531069184
220.26,468.35,NCE,2017-05-27,2017-05-28,15,895.03,377.81199999999995,307.67,126.31,1,213.1578260082689
567.565,1022.575,NCE,2017-05-27,2017-05-29,11,1308.98,783.7727272727273,736.16,340.11,2,320.6064911411155
72.3875,90.475,MAD,2017-05-28,2017-05-29,20,133.55,86.28149999999998,85.00999999999998,55.55,1,19.9700009949134
141.4,246.755,MAD,2017-05-28,2017-05-30,16,303.01,195.02000000000004,182.93,122.21,2,58.54089237447614
165.405,297.2,NCE,2017-05-28,2017-05-29,20,417.76,224.322,230.06,56.11,1,93.03543086259918
289.065,478.3625,NCE,2017-05-28,2017-05-30,20,666.06,377.445,356.32,112.23,2,139.86913347840544
75.08,134.8675,MAD,2017-05-29,2017-05-30,16,196.4,110.09375,103.525,65.54,1,38.81958695899103
146.45,287.41,MAD,2017-05-29,2017-05-31,13,325.46,230.56384615384616,255.88,131.08,2,76.03690951751233
97.2175,132.71,NCE,2017-05-29,2017-05-30,20,137.2,110.6095,114.495,56.11,1,24.127267272789755
194.43,254.7525,NCE,2017-05-29,2017-05-31,20,302.45,221.8605,221.085,112.23,2,51.58150438358389
82.405,148.7,MAD,2017-05-30,2017-05-31,19,246.9,122.47105263157896,129.62,68.46,1,47.19795356848253
161.5075,304.975,MAD,2017-05-30,2017-06-01,18,400.65,235.4005555555556,234.215,136.92,2,82.86084447271841
97.2175,134.25,NCE,2017-05-30,2017-05-31,20,154.03,113.27400000000004,114.495,56.11,1,26.370505134574717
194.43,257.0,NCE,2017-05-30,2017-06-01,20,318.72,225.0075,230.065,112.23,2,53.54918003942486
90.33,170.58999999999997,MAD,2017-05-31,2017-06-01,19,219.03,133.20526315789473,133.12,76.29,1,46.893891140699644
219.03,391.52,MAD,2017-05-31,2017-06-02,17,422.84,285.93352941176465,277.42,153.92,2,85.4711951435377
96.9,130.11,NCE,2017-05-31,2017-06-01,20,155.49,113.1045,114.88,55.93,1,27.11757043049085
196.11,262.8775,NCE,2017-05-31,2017-06-02,20,317.69,226.1175,227.92,120.81,2,51.876387882512034
107.84250000000002,145.28,MAD,2017-06-01,2017-06-02,20,184.4,128.189,110.64,104.49,1,26.15531563161633
286.09,432.09,MAD,2017-06-01,2017-06-03,17,603.48,359.13058823529406,333.03,201.16,2,108.43922626698492
95.4125,129.64,NCE,2017-06-01,2017-06-02,20,144.16,109.09899999999999,108.825,64.82,1,24.16371854008009
191.6575,269.3275,NCE,2017-06-01,2017-06-03,20,321.85,230.34,234.405,126.28,2,60.85702519668107
151.155,248.205,MAD,2017-06-02,2017-06-03,19,329.08,205.49210526315792,190.2,110.44,1,63.682739034036466
321.27,490.83,MAD,2017-06-02,2017-06-04,9,552.19,403.1155555555557,377.05,290.04,2,95.12103501738079
92.115,137.9075,NCE,2017-06-02,2017-06-03,20,159.52,114.3,115.125,61.35,1,31.987450170669323
203.3075,309.4175,NCE,2017-06-02,2017-06-04,20,334.66,240.22299999999998,235.04,133.86,2,64.97108718094293
196.17,295.4475,MAD,2017-06-03,2017-06-04,10,369.66,242.463,217.315,156.83,1,68.14382747786722
322.61,448.07,MAD,2017-06-03,2017-06-05,9,580.44,404.84,357.34,267.72,2,111.9430445583825
112.9575,157.39,NCE,2017-06-03,2017-06-04,20,182.59,135.25650000000002,135.595,84.01,1,27.871030286132704
207.9375,318.41,NCE,2017-06-03,2017-06-05,20,373.8,260.5375,236.08,156.83,2,68.18529883803092
111.74,224.035,MAD,2017-06-04,2017-06-05,19,342.51,176.9773684210526,145.99,102.19,1,73.58905216297879
222.35,363.85,MAD,2017-06-04,2017-06-06,15,636.4,323.4733333333333,301.41,213.37,2,127.36851509731608
86.92249999999999,128.5125,NCE,2017-06-04,2017-06-05,20,147.39,108.083,109.8,56.15,1,27.310650342041715
188.0725,257.02750000000003,NCE,2017-06-04,2017-06-06,20,280.19,214.71099999999998,209.83,112.3,2,48.634927767473535
111.18,176.31,MAD,2017-06-05,2017-06-06,19,359.36,150.84,116.23,90.18,1,67.5809586923549
202.14,284.115,MAD,2017-06-05,2017-06-07,18,554.76,278.5555555555556,247.06,172.32,2,109.26311191863331
94.415,124.23,NCE,2017-06-05,2017-06-06,20,149.36,110.8085,118.7,56.15,1,25.07262950436507
201.2975,266.285,NCE,2017-06-05,2017-06-07,20,319.49,237.074,247.06,112.3,2,55.99702307876921
101.6575,146.55,MAD,2017-06-06,2017-06-07,20,223.48,129.319,126.345,75.8,1,35.424450357879856
203.315,281.5925,MAD,2017-06-06,2017-06-08,20,426.31,249.5235,247.51,160.03,2,63.26976082200473
103.175,139.32,NCE,2017-06-06,2017-06-07,20,159.46,120.5675,127.32,56.15,1,28.14953264546136
208.175,280.805,NCE,2017-06-06,2017-06-08,20,331.28,248.5515,260.25,129.14,2,58.27048266715455
85.9075,119.6275,MAD,2017-06-07,2017-06-08,20,179.44,106.76100000000001,100.55,78.21,1,25.39884744587729
187.23,240.8825,MAD,2017-06-07,2017-06-09,20,271.76,210.7155,208.595,146.55,2,39.1082288386311
106.26,150.4775,NCE,2017-06-07,2017-06-08,20,173.33,129.29199999999997,137.005,72.99,1,31.25209678860301
272.405,352.84000000000015,NCE,2017-06-07,2017-06-09,20,433.93,298.168,296.525,148.97,2,79.39129990781504
90.38,119.385,MAD,2017-06-08,2017-06-09,20,136.28,102.83950000000002,100.295,61.83,1,21.468179506324926
190.99,238.49,MAD,2017-06-08,2017-06-10,20,358.15,219.37150000000003,205.545,144.95,2,50.572805389853535
99.6775,136.0475,NCE,2017-06-08,2017-06-09,20,146.98,117.6855,124.73,74.33,1,23.524081608562657
242.145,301.2225,NCE,2017-06-08,2017-06-10,20,374.48,267.66850000000005,270.02,148.67,2,62.06889273218914
95.465,107.7175,MAD,2017-06-09,2017-06-10,20,135.17,100.5425,100.96,72.49,1,15.273347571918588
190.055,284.55,MAD,2017-06-09,2017-06-11,18,349.68,232.70833333333331,208.695,141.68,2,61.104657495538426
